item,estimate,std.error,t.stat,p.value,pval.symbol,bootstrap
pre2_tmp,0.004977028576218309,0.0024107261385960086,2.064535036367465,0.038967015511428706,**,39
tmp2_pre2,-1.4246381280979758e-4,5.7381040709761014e-5,-2.482768019673844,0.013036595500601158,**,39
T_1,-9.073514643435589e-4,0.0025034581897434073,-0.36243923228314756,0.7170238263949189, ,39
T_2,-0.0020878791953033962,0.00132827035814759,-1.5718781816490726,0.11597880545278103, ,39
tmp,0.015224240974583409,0.0036853049418704444,4.131066822073204,3.6108359206058805e-5,***,40
tmp2,-6.289823318947473e-4,1.2970980524480116e-4,-4.849150229681324,1.2399149267958464e-6,***,40
pre,0.053370445797250005,0.056511703636423286,0.9444140304213258,0.34495811450597424, ,40
pre2,-0.03450015958498331,0.031230798670861246,-1.1046838714750007,0.26929659443443127, ,40
tmp_pre,-0.00954733659170405,0.0051010603784760935,-1.8716376367527434,0.06125675273219369,*,40
tmp2_pre,3.602475828606573e-4,1.3803856393676257e-4,2.6097604364074076,0.00906056487487429,***,40
pre2_tmp,0.004238335469004605,0.0025813265713005734,1.6419214508256372,0.10060628373528402, ,40
tmp2_pre2,-1.2708154294003885e-4,5.7828147958153815e-5,-2.1975724180549387,0.02797959056515411,**,40
T_1,-8.907109302975379e-4,0.009102031788306986,-0.09785847281282828,0.9220446755520167, ,40
T_2,-0.0017523093810985033,0.002932127826637905,-0.5976238024751368,0.5500909783927856, ,40
tmp,0.012725548549113546,0.004178957471541213,3.045149091794974,0.00232564990991539,***,41
tmp2,-5.257531575426125e-4,1.2169867839461227e-4,-4.320122161374993,1.5594284909789043e-5,***,41
pre,0.08841745657953946,0.0626755420524603,1.4107170625749486,0.1583280578338194, ,41
pre2,-0.04526805821915267,0.0329193024224468,-1.3751220374671604,0.1690936132684295, ,41
tmp_pre,-0.010759758702391228,0.0058684071252876465,-1.8335058343219202,0.066727381724933,*,41
tmp2_pre,3.310670504991074e-4,1.4988233407809434e-4,2.208846376295481,0.027185328074806173,**,41
pre2_tmp,0.004475486405515441,0.002875094562728661,1.556639723622829,0.11955604696775601, ,41
tmp2_pre2,-1.1465824717825388e-4,6.580657203614481e-5,-1.742352528487229,0.081446777132726,*,41
T_1,2.1237037187885012e-4,0.002761014082974595,0.07691752577011546,0.9386891553022454, ,41
T_2,-2.597153211999991e-4,0.001461643556405578,-0.17768717965594963,0.8589686541779918, ,41
tmp,0.01259333930447788,0.004578148778626583,2.750749246785249,0.005945913855168689,***,42
tmp2,-6.753026533174865e-4,1.3065869166379017e-4,-5.168447997743384,2.3604594555403775e-7,***,42
pre,0.048948262442561105,0.0629604657479658,0.7774444146983234,0.436896616991516, ,42
pre2,-0.01736794521716543,0.030100473235541447,-0.5769990751061698,0.5639400803169385, ,42
tmp_pre,-0.010361261008305197,0.005585814538761695,-1.854923921373544,0.06360709144097053,*,42
tmp2_pre,3.877351588539781e-4,1.374739690093968e-4,2.820426016997262,0.004795993115027135,***,42
pre2_tmp,0.0023556214979843807,0.0025204909600489035,0.9345883541429866,0.3500004830352408, ,42
tmp2_pre2,-7.789161605013616e-5,5.4930567266512915e-5,-1.418001304669229,0.15619038386655862, ,42
T_1,-2.6456331234337647e-4,0.007009395927263184,-0.037744095937618856,0.9698917175536423, ,42
T_2,9.446504530609742e-4,0.002594963408751065,0.3640322826423309,0.7158339028096059, ,42
tmp,0.011445364576489146,0.0034989800465808642,3.2710574007626407,0.0010714616025397433,***,43
tmp2,-5.484057533764111e-4,1.0733731936076645e-4,-5.109180633933946,3.235589056827492e-7,***,43
pre,0.026123568121109202,0.04641338267674371,0.562845597853804,0.5735400276572159, ,43
pre2,-0.016553157875173852,0.022111859902943815,-0.7486099291435039,0.45409234578729707, ,43
tmp_pre,-0.00509627779553756,0.004091228438653626,-1.2456595548144662,0.21288940807471202, ,43
tmp2_pre,2.1349638623855677e-4,1.0594383529236418e-4,2.015184608423784,0.04388530962421479,**,43
pre2_tmp,0.0016954383707425496,0.001861094246718992,0.910990066049323,0.36230060785437107, ,43
tmp2_pre2,-5.280304833253502e-5,4.23175199020982e-5,-1.2477822059207426,0.21211082680159657, ,43
T_1,-3.417751095504086e-4,0.001751785980802317,-0.19510095028496335,0.8453139186531682, ,43
T_2,-3.417751095504929e-4,0.001751785980802493,-0.19510095028499186,0.8453139186531458, ,43
tmp,0.015693683913410247,0.0035922476975634686,4.3687644156762575,1.2495146688892048e-5,***,44
tmp2,-6.012544090727095e-4,1.1866509006379262e-4,-5.066817955891525,4.045208035367002e-7,***,44
pre,0.11330843856953168,0.04956884378315087,2.2858802005796788,0.022261268059567088,**,44
pre2,-0.07127112289898167,0.026470484661715043,-2.6924751779125136,0.007092381481696969,***,44
tmp_pre,-0.011523799346675164,0.004656915074501408,-2.474556474042842,0.013340172802247098,**,44
tmp2_pre,3.428842203673318e-4,1.3063984151716985e-4,2.624652758188373,0.008673737490195078,***,44
pre2_tmp,0.006283959143087958,0.0023565623561573124,2.666578767444451,0.007662764766606988,***,44
tmp2_pre2,-1.496051514779122e-4,5.712323870783581e-5,-2.6189893091161567,0.00881907113438455,***,44
T_1,-0.004011999660474269,0.00588189034183234,-0.6820935834081601,0.49517977771528543, ,44
T_2,6.315341653238511e-4,0.003083743776168751,0.20479462989252312,0.837732582819467, ,44
tmp,0.012794800600087478,0.0032248430746123794,3.9675730893123817,7.260824809264232e-5,***,45
tmp2,-5.889789300188242e-4,1.077932823862407e-4,-5.463966927998516,4.6561031855694384e-8,***,45
pre,0.11491219023391287,0.04828420067268756,2.3799128624472417,0.017316732369520214,**,45
pre2,-0.07845612522541646,0.027385826167849247,-2.86484419876744,0.004172144597450413,***,45
tmp_pre,-0.013470785766902992,0.004421450091268871,-3.046689545021447,0.002313765479515574,***,45
tmp2_pre,4.049975281705313e-4,1.1941832519178415e-4,3.391418591075624,6.953181622794012e-4,***,45
pre2_tmp,0.007729632211516223,0.002393115238408967,3.2299456739305095,0.0012381374206812158,***,45
tmp2_pre2,-1.9262351279255717e-4,5.5852301011493326e-5,-3.4488017378714435,5.63079969692417e-4,***,45
T_1,-4.277361468345768e-5,0.007748234306774042,-0.005520433816264698,0.9955953534611527, ,45
T_2,0.0013929170640698985,0.001891796201010214,0.73629340376415,0.46155215962937735, ,45
tmp,0.014764467002037028,0.0025517261611712745,5.786070318478043,7.205206207042391e-9,***,46
tmp2,-6.390629714803371e-4,9.272348608082175e-5,-6.892137024737211,5.496039362109416e-12,***,46
pre,0.16595350287386093,0.04463523267591709,3.717993453261442,2.0081147300270378e-4,***,46
pre2,-0.11641577818556122,0.027125985844581174,-4.291669945290376,1.773344041558712e-5,***,46
tmp_pre,-0.018913658482417647,0.003739351468392107,-5.058005015653257,4.236652946009947e-7,***,46
tmp2_pre,5.221281199428238e-4,1.0078702542208395e-4,5.1805092744449395,2.2128092503961126e-7,***,46
pre2_tmp,0.011660604946865072,0.002302008783898687,5.065404193252749,4.0753470449109135e-7,***,46
tmp2_pre2,-2.880680828604734e-4,5.245575775028503e-5,-5.491638958526114,3.982208201505309e-8,***,46
T_1,-0.002132809742991521,0.005791037815108911,-0.36829490863053704,0.7126533484709953, ,46
T_2,-0.0020307671151750116,0.005642576359628786,-0.35990068822189797,0.7189214023456668, ,46
tmp,0.01511711019603555,0.005094637664107581,2.967259144362249,0.003004675930556024,***,47
tmp2,-5.770855388022066e-4,1.5065833820153386e-4,-3.8304254891637406,1.2792186613873316e-4,***,47
pre,0.12467126217012056,0.07593585607638319,1.6417970193779718,0.10063207698239025, ,47
pre2,-0.052791026014780904,0.03501468498475206,-1.507682449171539,0.13163581953331963, ,47
tmp_pre,-0.01513037366495788,0.007943214928790174,-1.9048173567755113,0.056803816882317386,*,47
tmp2_pre,4.5356880445757695e-4,2.0689833621045256e-4,2.1922303135208225,0.028362880665970366,**,47
pre2_tmp,0.0048744157535348725,0.003194877372919722,1.52569729118594,0.12708526944630255, ,47
tmp2_pre2,-1.2104648828561313e-4,7.431181089798388e-5,-1.6288997243222503,0.10333424847712912, ,47
T_1,-0.005936264906281897,0.007897221879599242,-0.7516902775160653,0.4522373385746396, ,47
T_2,-0.005486726989972376,0.007861821191549,-0.6978951640200476,0.48524275895046765, ,47
tmp,0.019633631501735176,0.0036916638161251327,5.318369298952891,1.047013906669268e-7,***,48
tmp2,-7.07269425326379e-4,1.1220431314077008e-4,-6.303406754418147,2.911734155502228e-10,***,48
pre,0.10128778986409086,0.05218892073586629,1.94079104215853,0.05228362799828281,*,48
pre2,-0.059174702876485796,0.025408524240017414,-2.3289311223863995,0.019862714871421175,**,48
tmp_pre,-0.012554451248896816,0.005142798274141491,-2.4411712417385423,0.014639711062622528,**,48
tmp2_pre,4.0386187485228874e-4,1.3663037135402972e-4,2.9558718961966535,0.003117865598924465,***,48
pre2_tmp,0.005568296177626097,0.0023235563371173666,2.3964541288179806,0.016554565444823328,**,48
tmp2_pre2,-1.403513989313633e-4,5.584634051839899e-5,-2.513170919142383,0.011965134988035517,**,48
T_1,6.850508754629753e-5,0.004580858358138507,0.014954639980210061,0.9880683683832647, ,48
T_2,-7.414143178296386e-4,0.003052315243405588,-0.2429022753896198,0.8080811028476691, ,48
tmp,0.01791024226089591,0.006681682083370026,2.680499017675884,0.007351248023042282,***,49
tmp2,-5.363580014303837e-4,1.9620832911152738e-4,-2.733614846317308,0.0062643272920047954,***,49
pre,0.1874353433897811,0.08212360216878117,2.282356575209186,0.022468296897542196,**,49
pre2,-0.07841810336917937,0.03144861942659202,-2.4935308703208556,0.012647958557397268,**,49
tmp_pre,-0.02062670037535189,0.008839338805759937,-2.333511683239363,0.019621305860354547,**,49
tmp2_pre,5.401182423682438e-4,2.3127390824062688e-4,2.335405002998793,0.019522273319879702,**,49
pre2_tmp,0.007439712345836674,0.0030187973282364937,2.464462346063745,0.013721898039263724,**,49
tmp2_pre2,-1.758211974453659e-4,7.237801643244218e-5,-2.4292071835027125,0.015131882491061914,**,49
T_1,-0.0011780989744590627,0.006420053095781543,-0.18350299551777263,0.8544033685998699, ,49
T_2,-0.0019713640815045693,0.0016386636550460682,-1.203031552835135,0.22896411063296415, ,49
tmp,0.01915883643046178,0.003669545616804203,5.22103781534324,1.7792320130024484e-7,***,50
tmp2,-8.179490650018659e-4,1.1883404393039415e-4,-6.883120677782971,5.855538120104924e-12,***,50
pre,0.18102823316520164,0.055242479442635065,3.2769751646137664,0.0010492559816916945,***,50
pre2,-0.10324170147561865,0.02950542923046359,-3.4990747183919724,4.6687573016342105e-4,***,50
tmp_pre,-0.018111465991691146,0.005111616412824678,-3.5431974015598624,3.9530668156876074e-4,***,50
tmp2_pre,4.7287771898897526e-4,1.3198122211529638e-4,3.5829166559457826,3.3977904225254333e-4,***,50
pre2_tmp,0.010042662996570046,0.002550274001087612,3.9378760840157425,8.22060259996961e-5,***,50
tmp2_pre2,-2.4508817673685196e-4,5.7626770619453185e-5,-4.253026399055529,2.109007027733398e-5,***,50
T_1,-0.008108024420389652,0.006454710323525483,-1.2561407118206893,0.20906495781216705, ,50
T_2,-0.0016491873285239943,0.0015485330963199188,-1.0649997293847189,0.28687605221473045, ,50
tmp,0.017152374138328163,0.0039097030329073995,4.387129660222051,1.148563264459029e-5,***,51
tmp2,-6.683414250368919e-4,1.2462400707836732e-4,-5.362862587275169,8.191332060506529e-8,***,51
pre,0.12425818253138654,0.05450943487733324,2.2795720192479383,0.022633084047815114,**,51
pre2,-0.053977792783189246,0.023007031028255017,-2.3461433470880673,0.018968810557316647,**,51
tmp_pre,-0.01703741851240238,0.005748066807735196,-2.964025833776855,0.0030364279458357417,***,51
tmp2_pre,5.283317432350056e-4,1.52135799907116e-4,3.4727640933795323,5.151279265057583e-4,***,51
pre2_tmp,0.00585529553161744,0.0021227229785218296,2.7583889140799753,0.0058087044050373305,***,51
tmp2_pre2,-1.5768629596231348e-4,5.034693026420304e-5,-3.131994247411532,0.0017362327715370743,***,51
T_1,-6.43682025861767e-4,0.00244416112557183,-0.2633549888046651,0.7922769800690299, ,51
T_2,-9.138434111849196e-4,0.0017415790468729184,-0.524721179222824,0.5997770319936159, ,51
tmp,0.012849373662313554,0.003263922353372537,3.936789013695926,8.25791506015001e-5,***,52
tmp2,-6.092816618689563e-4,1.0227901281752004e-4,-5.957054581236518,2.568244881053391e-9,***,52
pre,-0.02067446655923292,0.0427176218454801,-0.4839798112829743,0.6284001970318034, ,52
pre2,0.006855211440523033,0.020803496340216412,0.3295220826544833,0.7417611055755804, ,52
tmp_pre,-0.001762208109688604,0.004119873669712724,-0.42773353043407314,0.6688451350438498, ,52
tmp2_pre,1.8431378276650447e-4,1.0909448535038545e-4,1.6894876232701643,0.09112602172445206,*,52
pre2_tmp,-7.50351049801327e-4,0.0018646602052912967,-0.4024063192168073,0.6873850201522345, ,52
tmp2_pre2,9.863522878404166e-7,4.365424096656304e-5,0.022594649820985618,0.9819736115640348, ,52
T_1,0.0027061217211329833,0.0071809416426196985,0.37684775281724137,0.7062867508255988, ,52
T_2,0.0030196430824794753,0.007244794832991262,0.4168017386398108,0.6768234306116676, ,52
tmp,0.011493061189405986,0.0033536946659783666,3.426984962583986,6.103228667944499e-4,***,53
tmp2,-4.7577907244549807e-4,1.0886561191600492e-4,-4.370333882958235,1.2405670062900228e-5,***,53
pre,5.418004249088875e-4,0.04508008545963171,0.012018620181943948,0.9904107593717718, ,53
pre2,-0.010005160434449668,0.02396836918190512,-0.4174318393761661,0.6763625702327504, ,53
tmp_pre,-0.0030386555081972433,0.004620978628787798,-0.6575783513187035,0.5108091091992935, ,53
tmp2_pre,1.5477261476904862e-4,1.27803324283613e-4,1.2110218230754866,0.2258870409833865, ,53
pre2_tmp,9.61893004742601e-4,0.0023523783688391277,0.40890233369102286,0.6826113363464259, ,53
tmp2_pre2,-3.328392753974737e-5,5.903341950905471e-5,-0.5638150020200369,0.5728800409274801, ,53
T_1,-4.341476904980264e-4,0.0025090717840300304,-0.173031195544635,0.8626269069452773, ,53
T_2,-4.3414769049806163e-4,0.0025090717840299914,-0.17303119554465174,0.8626269069452642, ,53
tmp,0.011721241869910103,0.0031268850696948014,3.748536197735643,1.7786966911203012e-4,***,54
tmp2,-4.978840230257015e-4,1.1562429704477368e-4,-4.306050162042532,1.661953851261166e-5,***,54
pre,0.06119828463265477,0.046703260139284976,1.3103642968422484,0.19007262573344602, ,54
pre2,-0.04271541823919964,0.02748934729074737,-1.5538898682245978,0.12021068889388704, ,54
tmp_pre,-0.005870721680479532,0.004599195048168076,-1.2764672119783054,0.2017904101358746, ,54
tmp2_pre,1.7869784698177165e-4,1.2601721400817275e-4,1.4180431490112322,0.1561781675592937, ,54
pre2_tmp,0.0036647580098394857,0.002602306834698726,1.408272829696411,0.1590502978333252, ,54
tmp2_pre2,-8.834664592477962e-5,6.17501695927368e-5,-1.4307109843981896,0.15251306379667742, ,54
T_1,-1.1141416955679226e-4,0.001339051362067252,-0.08320380585311457,0.9336894866021059, ,54
T_2,-0.0011495524774998214,0.0016939857605105329,-0.678608111294495,0.4973862020187161, ,54
tmp,0.03260722153994134,0.004684054726199674,6.961323777358306,3.3709003664870876e-12,***,55
tmp2,-0.0010674965248639954,1.4068026442588463e-4,-7.588104338731823,3.246194783916566e-14,***,55
pre,0.2544355709911861,0.06432190766075878,3.9556595916450252,7.632377620422059e-5,***,55
pre2,-0.10847281631739815,0.026676285582293964,-4.066263872560862,4.777284194294998e-5,***,55
tmp_pre,-0.03348761456844359,0.006597519534198491,-5.075788619474225,3.858921069730512e-7,***,55
tmp2_pre,9.979820207617507e-4,1.7300674573167974e-4,5.768457273391783,8.00004894429571e-9,***,55
pre2_tmp,0.012100474816069231,0.0024588683126955516,4.921156108113818,8.603446982918048e-7,***,55
tmp2_pre2,-3.2244773902190407e-4,5.864724035886088e-5,-5.498088862303751,3.8392945646347745e-8,***,55
T_1,-4.5758173875129363e-4,0.002452967374433206,-0.18654212180748003,0.8520196500805302, ,55
T_2,-4.575817387515994e-4,0.0024529673744327143,-0.1865421218076421,0.852019650080403, ,55
tmp,0.021331176444829146,0.003746767260088448,5.693221639906609,1.2466438589619664e-8,***,56
tmp2,-8.674880350506075e-4,1.1152193689831203e-4,-7.7786313543101455,7.331335460568044e-15,***,56
pre,0.07112442821725821,0.052059040312868565,1.3662262652136683,0.1718679560021111, ,56
pre2,-0.027220963085123156,0.026281674447156456,-1.035739299634629,0.3003237827040612, ,56
tmp_pre,-0.015954399595113102,0.005028308416645975,-3.1729158741132153,0.0015091624692267545,***,56
tmp2_pre,5.608587996927983e-4,1.3182672560872977e-4,4.254515137980924,2.0950248679164627e-5,***,56
pre2_tmp,0.004242791409467962,0.0023097614665321883,1.8368959180178772,0.06622526202242669,*,56
tmp2_pre2,-1.3406837391291885e-4,5.3271527575188796e-5,-2.5166985069780723,0.011846014833404198,**,56
T_1,-0.002453852632866801,0.0021677764324956853,-1.1319675756608194,0.2576480664753685, ,56
T_2,-8.456215530381294e-4,0.0015956473954452008,-0.5299551488956574,0.5961430280196321, ,56
tmp,0.02097418580750349,0.004713840499437748,4.449489924405636,8.607446758021203e-6,***,57
tmp2,-6.364669421592042e-4,1.335561356693206e-4,-4.765538767421885,1.8834967679104142e-6,***,57
pre,0.07351169712118048,0.08992170996492799,0.8175077759292181,0.4136383073735436, ,57
pre2,-0.036000071453005184,0.056977846734100654,-0.6318257624056458,0.5275007374436496, ,57
tmp_pre,-0.011464359226682163,0.007728749883558239,-1.483339401507982,0.13798425884865423, ,57
tmp2_pre,4.262374181835909e-4,1.7607100097584102e-4,2.420826915399178,0.01548524846398442,**,57
pre2_tmp,0.0033897865818843507,0.004804056039331503,0.7056092922588073,0.4804311439925065, ,57
tmp2_pre2,-9.711053604056077e-5,1.0208311140578997e-4,-0.9512889517496901,0.34145771389202106, ,57
T_1,-0.006869303924659985,0.007560116628633632,-0.9086240678672572,0.36354859772674925, ,57
T_2,-0.0020202544307738987,0.0026131957399919492,-0.773097246354811,0.43946483064433, ,57
tmp,0.01954279542066217,0.005400782863997203,3.6185115959648573,2.963022254222779e-4,***,58
tmp2,-7.270432820633227e-4,1.5120514438140582e-4,-4.808323718334609,1.522011583946814e-6,***,58
pre,0.13185442463537717,0.08215298023432739,1.6049865051673702,0.1084967745288726, ,58
pre2,-0.053597065156165684,0.03678927519776406,-1.45686656961981,0.14515321568749237, ,58
tmp_pre,-0.015540327386577518,0.0080980871782248,-1.9190121129301239,0.05498280090379122,*,58
tmp2_pre,4.375877109927481e-4,2.0218812901191414e-4,2.164260152815217,0.03044438904241303,**,58
pre2_tmp,0.005194535817931855,0.0032919707335782164,1.5779410688398317,0.11457914892174462, ,58
tmp2_pre2,-1.2795612592077463e-4,7.519718024340494e-5,-1.7016080324633827,0.08882887075309012,*,58
T_1,-0.003584189894142985,0.0025028468254136966,-1.4320452445389074,0.15213087325388627, ,58
T_2,-0.0010986341160000373,0.0018698341938743993,-0.5875569714144584,0.5568296997032369, ,58
